#node	identifier	domain_summary_url	annotation	other_names_and_aliases
ATP12A	9606.ENSP00000218548	Potassium-transporting ATPase alpha chain 2; Catalyzes the hydrolysis of ATP coupled with the exchange of H(+) and K(+) ions across the plasma membrane. Responsible for potassium absorption in various tissues; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IIC subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=1045:Cation_ATPase_N(57|131)+TRANS(144|163)+Pfam_E1-E2_ATPase(178|375)+Pfam_Cation_ATPase(447|542)+Pfam_Hydrolase(670|750)+Pfam_Cation_ATPase_C(820|1030)+	3.6.3.10,479,7.2.2.19,AAA35576.1,AAA51802.1,AAB37755.1,AAC37589.2,AAH31609.1,AK292968,AL157364,AT12A_HUMAN,ATP12A,ATP12A-201,ATP12A-202,ATP1AL1,BAF85657.1,BC031609,CAA49477.1,CAA49478.1,CCDS31948,CCDS31948.1,CCDS53858,CCDS53858.1,CH471075,CHEMBL2933,EAX08345.1,EAX08346.1,EC 3.6.3.10,EC 7.2.2.19,ENSG00000075673,ENSP00000218548,ENSP00000371372,ENST00000218548,ENST00000218548.10,ENST00000381946,ENST00000381946.4,H-K-ATPase,HGNC:13816,HK,HPA039526,L42558,L42559,L42560,L42561,L42562,L42563,L42565,L42566,L42567,L42568,L42569,M16797,M27574,NM_001185085,NM_001185085.1,NM_001676,NM_001676.5,NM_001676.6,NP_001172014,NP_001172014.1,NP_001667,NP_001667.4,NX_P54707,Non-gastric H(+)/K(+) ATPase subunit alpha,Non-gastric H+/K+-exchanging ATPase,OMIM:182360,OTTHUMG00000016588,P54707,Potassium-transporting ATPase alpha chain 2,Proton pump,Q13816,Q13817,Q16734,Q5W035,Q8N5U2,R-HSA-382551,R-HSA-936837,R-HSA-983712,U02076,UPI000006D1DE,UPI000016B154,X69823,X69824,hsa:479,non-gastric H(+)/K(+) ATPase alpha subunit,potassium-transporting ATPase alpha chain 2,proton pump,sodium/potassium ATPase, alpha polypeptide-like,uc001upp.4
BDNF	9606.ENSP00000414303	Brain-derived neurotrophic factor; Important signaling molecule that activates signaling cascades downstream of NTRK2. During development, promotes the survival and differentiation of selected neuronal populations of the peripheral and central nervous systems. Participates in axonal growth, pathfinding and in the modulation of dendritic growth and morphology. Major regulator of synaptic transmission and plasticity at adult synapses in many regions of the CNS. The versatility of BDNF is emphasized by its contribution to a range of adaptive neuronal responses including long-term potentia [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=329:NGF(215|322)+	1B8M,1BND,627,A0A0E3SU01,A7LA85,A7LA92,AAA51820.1,AAA69805.2,AAA96140.1,AAG47514.1,AAH29795.1,AAK92487.1,AAL23557.2,AAL23558.1,AAL23559.1,AAL23560.1,AAL23561.1,AAL23562.1,AAL23563.1,AAL23564.1,AAL23565.2,AAO15434.1,AAT74399.1,AB038670,ABS29021.1,ABS29022.1,ABS29023.1,ABS29024.1,ABS29025.1,ABS32249.1,ABS32250.1,ABS32251.1,ABS32252.1,ABS32253.1,ABS32254.1,ABS32255.1,ABS32256.1,ABS32257.1,ABS32258.1,ABS32259.1,ABS32260.1,ABS32261.1,AC103796,AC104563,AF400438,AF411339,AK289763,AK289853,AKB90516.1,ALQ33401.1,ANON2,AY011481,AY054392,AY054393,AY054394,AY054395,AY054396,AY054397,AY054398,AY054399,AY054400,AY656701,Abrineurin,BAF82452.1,BAF82542.1,BC029795,BDNF,BDNF precursor form,BDNF-201,BDNF-202,BDNF-203,BDNF-204,BDNF-205,BDNF-206,BDNF-207,BDNF-208,BDNF-209,BDNF-210,BDNF-211,BDNF-212,BDNF-213,BDNF-214,BDNF-215,BDNF-216,BDNF-217,BDNF-218,BDNF-219,BDNF_HUMAN,BULN2,Brain derived neurotrophic factor,Brain-derived neurotrophic factor,CAA42761.1,CAA62632.1,CAB009564,CCDS41628,CCDS41628.1,CCDS44558,CCDS44558.1,CCDS7865,CCDS7865.1,CCDS7866,CCDS7866.1,CH471064,D3DQZ2,E9PMP3,EAW68274.1,EAW68275.1,EAW68276.1,EAW68277.1,EAW68278.1,EAW68279.1,EF674517,EF674518,EF674519,EF674520,EF674521,EF689009,EF689010,EF689011,EF689012,EF689013,EF689014,EF689015,EF689016,EF689017,EF689018,EF689019,EF689020,EF689021,ENSG00000176697,ENSP00000320002,ENSP00000320144,ENSP00000320220,ENSP00000320412,ENSP00000327501,ENSP00000327626,ENSP00000339535,ENSP00000339808,ENSP00000342025,ENSP00000344600,ENSP00000349084,ENSP00000354239,ENSP00000379302,ENSP00000379304,ENSP00000379305,ENSP00000379307,ENSP00000379309,ENSP00000389345,ENSP00000389564,ENSP00000400502,ENSP00000414303,ENSP00000431998,ENSP00000432035,ENSP00000432376,ENSP00000432727,ENSP00000433003,ENSP00000433386,ENSP00000435564,ENSP00000435805,ENSP00000436817,ENSP00000437138,ENST00000314915,ENST00000314915.6,ENST00000314931,ENST00000314944,ENST00000314964,ENST00000327763,ENST00000328506,ENST00000340256,ENST00000343751,ENST00000344043,ENST00000344487,ENST00000356660,ENST00000356660.8,ENST00000360972,ENST00000395978,ENST00000395978.7,ENST00000395980,ENST00000395980.6,ENST00000395981,ENST00000395981.7,ENST00000395983,ENST00000395983.7,ENST00000395986,ENST00000395986.6,ENST00000418212,ENST00000418212.5,ENST00000420794,ENST00000420794.2,ENST00000438929,ENST00000438929.5,ENST00000439476,ENST00000439476.6,ENST00000525528,ENST00000525528.1,ENST00000525950,ENST00000525950.5,ENST00000527367,ENST00000528035,ENST00000528755,ENST00000530786,ENST00000530786.5,ENST00000530861,ENST00000530861.5,ENST00000532997,ENST00000532997.5,ENST00000533131,ENST00000533131.5,ENST00000533246,ENST00000533246.5,ENST00000584049,ENST00000584049.5,HGNC:1033,HPA031440,HPA056104,KF455346,KF459669,KP229412,KU177943,M37762,M61176,M61181,NM_001143805,NM_001143805.1,NM_001143806,NM_001143806.1,NM_001143807,NM_001143807.1,NM_001143807.2,NM_001143808,NM_001143808.1,NM_001143809,NM_001143809.1,NM_001143810,NM_001143810.1,NM_001143811,NM_001143811.1,NM_001143812,NM_001143812.1,NM_001143813,NM_001143813.1,NM_001143813.2,NM_001143814,NM_001143814.1,NM_001143814.2,NM_001143816,NM_001143816.1,NM_001709,NM_001709.4,NM_001709.5,NM_170731,NM_170731.4,NM_170731.5,NM_170732,NM_170732.4,NM_170733,NM_170733.3,NM_170734,NM_170734.3,NM_170735,NM_170735.5,NP_001137277,NP_001137277.1,NP_001137278,NP_001137278.1,NP_001137279,NP_001137279.1,NP_001137280,NP_001137280.1,NP_001137281,NP_001137281.1,NP_001137282,NP_001137282.1,NP_001137283,NP_001137283.1,NP_001137284,NP_001137284.1,NP_001137285,NP_001137285.1,NP_001137286,NP_001137286.1,NP_001137288,NP_001137288.1,NP_001700,NP_001700.2,NP_733927,NP_733927.1,NP_733928,NP_733928.1,NP_733929,NP_733929.1,NP_733930,NP_733930.1,NP_733931,NP_733931.1,NX_P23560,OMIM:113505,OTTHUMG00000178797,P23560,ProBDNF,Q598Q1,Q6DN19,Q6YNR2,Q6YNR3,Q9BYY7,Q9UC24,R-HSA-162582,R-HSA-1643685,R-HSA-166520,R-HSA-212436,R-HSA-73857,R-HSA-74160,R-HSA-8986944,R-HSA-9005891,R-HSA-9005895,R-HSA-9006115,R-HSA-9006934,R-HSA-9022538,R-HSA-9022702,R-HSA-9024909,R-HSA-9026519,R-HSA-9026527,R-HSA-9028335,R-HSA-9028731,R-HSA-9032500,R-HSA-9032759,R-HSA-9032845,UPI000000D7A6,UPI000013F99A,UPI00001619CD,UPI0001594492,UPI0001F78294,X60201,X91251,XM_011520280,XM_011520280.2,XP_011518582,XP_011518582.1,brain derived neurotrophic factor,hsa:627,neurotrophin,uc001mrt.4,uc001mrz.5
BEX5	9606.ENSP00000446054	Protein BEX5; Brain expressed X-linked 5; Belongs to the BEX family.	https://smart.embl.de/smart/DDvec.cgi?smart=111:Pfam_BEX(1|107)+	340542,AAH42818.1,AAH92450.1,AAI06956.1,AAX40682.1,AY833564,BC042818,BC092450,BC106955,BEX family member 5,BEX5,BEX5-201,BEX5-202,BEX5-203,BEX5_HUMAN,Brain expressed X-linked 5,Brain-expressed X-linked protein 5,CCDS35350,CCDS35350.1,ENSG00000184515,ENSP00000328030,ENSP00000361858,ENSP00000446054,ENST00000333643,ENST00000333643.3,ENST00000372772,ENST00000484837,ENST00000484837.1,ENST00000543160,ENST00000543160.5,HGNC:27990,HPA059058,NADE2,NGFRAP1-like 1,NGFRAP1-like protein 1,NGFRAP1L1,NM_001012978,NM_001012978.2,NM_001012978.3,NM_001159560,NM_001159560.1,NP_001012996,NP_001012996.1,NP_001153032,NP_001153032.1,NX_Q5H9J7,OMIM:300693,OTTHUMG00000022049,Protein BEX5,Q569J0,Q56A74,Q5H9J7,UPI00001998F9,URS00008B4618,Z70719,brain expressed X-linked 5,hsa:340542,uc004eir.4
C21orf62	9606.ENSP00000418653	Uncharacterized protein C21orf62; Chromosome 21 open reading frame 62.	https://smart.embl.de/smart/DDvec.cgi?smart=219:Pfam_DUF4571(2|219)+	56245,A8K4L8,AC203640,AF231922,AP000280,B37,C21orf120,C21orf62,C21orf62-201,C21orf62-202,C21orf62-203,C21orf62-204,CCDS42919,CCDS42919.2,CU062_HUMAN,Chromosome 21 open reading frame 62,ENSG00000205929,ENSP00000290186,ENSP00000371807,ENSP00000371810,ENSP00000418511,ENSP00000418653,ENSP00000418830,ENSP00000444950,ENST00000290186,ENST00000382370,ENST00000382373,ENST00000382373.4,ENST00000479548,ENST00000479548.1,ENST00000487113,ENST00000487113.1,ENST00000490358,ENST00000490358.5,ENST00000536776,H7BYF8,HGNC:1305,HPA016899,KF459715,KF511381,NM_001162495,NM_001162495.2,NM_001162495.3,NM_001162496,NM_001162496.2,NM_001162496.3,NM_019596,NM_019596.5,NM_019596.6,NP_001155967,NP_001155967.2,NP_001155968,NP_001155968.2,NP_062542,NP_062542.5,NX_Q9NYP8,OTTHUMG00000163477,PRED81,Q9NYP8,UPI000004E651,UPI0004620DD6,Uncharacterized protein C21orf62,chromosome 21 open reading frame 120,chromosome 21 open reading frame 62,hsa:56245,uc010glz.4,uc011adt.3
C3orf80	9606.ENSP00000313324	Uncharacterized membrane protein C3orf80; Chromosome 3 open reading frame 80.	https://smart.embl.de/smart/DDvec.cgi?smart=247:SIGNAL(1|37)+Pfam_DUF4719(46|247)+	401097,A0A1W2PNY3,AAH31660.1,AC112641,BC031660,C3orf80,C3orf80-201,C3orf80-202,CC080_HUMAN,CCDS54667,CCDS54667.1,Chromosome 3 open reading frame 80,ENSG00000180044,ENSP00000313324,ENSP00000491138,ENST00000326474,ENST00000326474.4,ENST00000490320,ENST00000490320.2,ENST00000610477,F5H4A9,HGNC:40048,HPA047439,NM_001168214,NM_001168214.1,NP_001161686,NP_001161686.1,NX_F5H4A9,OTTHUMG00000158950,Q8N5S4,UPI0001BE8119,UPI00097BA70A,URS00007882BC,Uncharacterized membrane protein C3orf80,chromosome 3 open reading frame 80,hsa:401097,uc021xgp.2
C6orf223	9606.ENSP00000426159	Uncharacterized protein C6orf223; Chromosome 6 open reading frame 223.	http://smart.embl.de/smart/DDvec.cgi?smart=242:	221416,AAH29071.2,AAH32706.1,AL109615,BC029071,BC032706,C6orf223,C6orf223-201,C6orf223-202,C6orf223-203,C6orf223-204,CCDS34459,CCDS34459.1,CCDS55016,CCDS55016.1,CF223_HUMAN,CH471081,Chromosome 6 open reading frame 223,E9PB59,EAX04238.1,EAX04239.1,ENSG00000181577,ENSP00000314181,ENSP00000314997,ENSP00000337542,ENSP00000423262,ENSP00000426159,ENSP00000477091,ENST00000326951,ENST00000326966,ENST00000336600,ENST00000336600.5,ENST00000439969,ENST00000439969.2,ENST00000442114,ENST00000442114.6,ENST00000448947,ENST00000448947.2,HGNC:28692,HPA035765,HPA046117,MGC45491,NM_001171992.2,NM_001324369.1,NM_153246,NM_153246.5,NP_001165463.1,NP_001311298.1,NP_694978.2,NR_160954,NR_160954.1,NR_160955,NR_160955.1,NR_160956,NR_160956.1,NX_Q8N319,OTTHUMG00000014753,Q8N319,Q8N575,UPI0000141A80,UPI00001BDAC0,UPI0001C33CCA,URS00008B968F,URS00008BAD66,URS0000E60A9E,Uncharacterized protein C6orf223,V9GYU4,chromosome 6 open reading frame 223,uc003own.4
C7orf61	9606.ENSP00000327732	Uncharacterized protein C7orf61; Chromosome 7 open reading frame 61.	https://smart.embl.de/smart/DDvec.cgi?smart=206:Pfam_DUF4703(22|206)+	402573,AAH31966.1,BC031966,C7orf61,C7orf61-201,C7orf61-202,CCDS47661,CCDS47661.1,CG061_HUMAN,CH236956,Chromosome 7 open reading frame 61,EAL23832.1,ENSG00000185955,ENSP00000327732,ENSP00000403713,ENSP00000412290,ENST00000332375,ENST00000332375.3,ENST00000418952,ENST00000418952.1,ENST00000426357,H7C3K1,HGNC:22135,HPA060395,IMAGE:4839025,NM_001004323,NM_001004323.1,NM_001004323.3,NP_001004323,NP_001004323.1,NX_Q8IZ16,OTTHUMG00000150234,Q8IZ16,UPI00000741A1,UPI0003F4801D,Uncharacterized protein C7orf61,chromosome 7 open reading frame 61,hsa:402573,uc003uuz.1
CCDC184	9606.ENSP00000320849	Coiled-coil domain containing 184.	https://smart.embl.de/smart/DDvec.cgi?smart=194:Pfam_DUF4677(1|193)+	387856,AAH36801.1,AC074029,AK056003,AK056783,BAB71071.1,BAB71283.1,BC036801,C12orf68,CC184_HUMAN,CCDC184,CCDC184-201,CCDS31785,CCDS31785.1,CH471111,Coiled-coil domain containing 184,Coiled-coil domain-containing protein 184,EAW57977.1,ENSG00000177875,ENSP00000320849,ENST00000316554,ENST00000316554.4,HGNC:33749,HPA039947,HPA041715,LOC387856,NM_001013635,NM_001013635.3,NM_001013635.4,NP_001013657,NP_001013657.3,NX_Q52MB2,OTTHUMG00000169902,Q52MB2,Q96MK5,Q96N39,UPI000006F320,chromosome 12 open reading frame 68,coiled-coil domain containing 184,hsa:387856,uc001rrj.3
CCNA2	9606.ENSP00000481380	Cyclin-A2; Cyclin which controls both the G1/S and the G2/M transition phases of the cell cycle. Functions through the formation of specific serine/threonine protein kinase holoenzyme complexes with the cyclin- dependent protein kinases CDK1 or CDK2. The cyclin subunit confers the substrate specificity of these complexes and differentially interacts with and activates CDK1 and CDK2 throughout the cell cycle.	https://smart.embl.de/smart/DDvec.cgi?smart=432:Pfam_Cyclin_N2(28|166)+CYCLIN(216|300)+CYCLIN(313|396)+	1E9H,1FIN,1FVV,1GY3,1H1P,1H1Q,1H1R,1H1S,1H24,1H25,1H26,1H27,1H28,1JST,1JSU,1OGU,1OI9,1OIU,1OIY,1OKV,1OKW,1OL1,1OL2,1P5E,1PKD,1QMZ,1URC,1VYW,2BKZ,2BPM,2C4G,2C5N,2C5O,2C5V,2C5X,2C6T,2CCH,2CCI,2CJM,2I40,2IW6,2IW8,2IW9,2UUE,2UZB,2UZD,2UZE,2UZL,2V22,2WEV,2WFY,2WHB,2WIH,2WIP,2WMA,2WMB,2WPA,2WXV,2X1N,3EID,3EJ1,3EOC,3F5X,4BCK,4BCM,4BCN,4BCP,4CFM,4CFN,4CFU,4CFV,4CFW,4CFX,4EOI,4EOJ,4EOK,4EOL,4EOM,4EON,4EOO,4EOP,4EOQ,4EOR,4EOS,4FX3,5CYI,5IF1,5LMK,5NEV,6ATH,6GVA,6P3W,6Q6G,6Q6H,890,A8K7B6,AAI04784.1,AAI04788.1,AAM54042.1,AAY40969.1,AC079341,AF518006,AK291931,BAF84620.1,BC104783,BC104787,CAA35986.1,CAA48375.1,CAB000114,CAG28620.1,CCDS3723,CCDS3723.1,CCN1,CCNA,CCNA2,CCNA2-201,CCNA2-202,CCNA2_HUMAN,CH471056,CHEMBL2582,CR407692,Cyclin A,Cyclin A2,Cyclin-A,Cyclin-A2,EAX05246.1,ENSG00000145386,ENSP00000274026,ENSP00000481380,ENST00000274026,ENST00000274026.9,ENST00000618014,ENST00000618014.1,HGNC:1578,HPA020626,NM_001237,NM_001237.4,NM_001237.5,NP_001228,NP_001228.1,NP_001228.2,NX_P20248,OMIM:123835,OTTHUMG00000133072,P20248,Q2M3U6,Q4W5P4,Q6LER8,R-HSA-1362300,R-HSA-1538133,R-HSA-1640170,R-HSA-170145,R-HSA-174143,R-HSA-174184,R-HSA-176408,R-HSA-176409,R-HSA-176814,R-HSA-179419,R-HSA-187577,R-HSA-212436,R-HSA-2262752,R-HSA-2559582,R-HSA-2559583,R-HSA-2559586,R-HSA-3700989,R-HSA-392499,R-HSA-453274,R-HSA-453276,R-HSA-453279,R-HSA-5633007,R-HSA-5688426,R-HSA-5689880,R-HSA-5693532,R-HSA-5693538,R-HSA-5693567,R-HSA-5693607,R-HSA-597592,R-HSA-6791312,R-HSA-6804116,R-HSA-6804756,R-HSA-6804757,R-HSA-6806003,R-HSA-68911,R-HSA-68949,R-HSA-69017,R-HSA-69052,R-HSA-69202,R-HSA-69206,R-HSA-69239,R-HSA-69242,R-HSA-69273,R-HSA-69275,R-HSA-69278,R-HSA-69306,R-HSA-69563,R-HSA-69580,R-HSA-69615,R-HSA-69620,R-HSA-69656,R-HSA-73857,R-HSA-73894,R-HSA-74160,R-HSA-8953897,UPI000013D9E8,X51688,X68303,cyclin A2,hsa:890,uc003iec.5,uc062zje.1
CHGB	9606.ENSP00000368244	Secretogranin-1; Secretogranin-1 is a neuroendocrine secretory granule protein, which may be the precursor for other biologically active peptides.	https://smart.embl.de/smart/DDvec.cgi?smart=677:SIGNAL(1|20)+Pfam_Granin(26|677)+	1114,A0A0A0MT66,A8K021,AAH00375.1,AB209712,AK289386,AL035461,BAD92949.1,BAF82075.1,BC000375,CAA68271.1,CAB009403,CAG33007.1,CCB peptide,CCDS13092,CCDS13092.1,CH471133,CHGB,CHGB-201,CHGB-202,CHGB-203,CR456726,CgB,Chromogranin B,Chromogranin-B,EAX10410.1,ENSG00000089199,ENSP00000203005,ENSP00000368244,ENSP00000416643,ENST00000203005,ENST00000378961,ENST00000378961.8,ENST00000455042,ENST00000455042.1,ENST00000488832,ENST00000488832.1,GAWK peptide,HGNC:1930,HPA008759,HPA012602,NM_001819,NM_001819.2,NM_001819.3,NP_001810,NP_001810.2,NX_P05060,OMIM:118920,OTTHUMG00000031821,P05060,PE-11,Q59EU9,Q6IBS6,Q9BQV6,Q9UC25,Q9UJA6,R-HSA-381426,R-HSA-392499,R-HSA-597592,R-HSA-8957275,SCG1,SCG1_HUMAN,Secretogranin I,Secretogranin-1,SgI,UPI000013C63D,UPI000016A35D,Y00064,chromogranin B,hsa:1114,secretogranin 1,secretogranin B,uc002wmg.4
CHRNA5	9606.ENSP00000299565	Neuronal acetylcholine receptor subunit alpha-5; After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane.	https://smart.embl.de/smart/DDvec.cgi?smart=468:SIGNAL(1|22)+Pfam_Neur_chan_LBD(47|250)+Pfam_Neur_chan_memb(368|447)+	1138,AAA58357.1,AAB40112.1,AAH33639.1,AC027228,ACHA5_HUMAN,AJ306481,AJ306482,AJ306483,AJ306484,AJ306485,AJ306486,BC033639,CAA69696.1,CAC34820.1,CCDS10304,CCDS10304.1,CCDS76786,CCDS76786.1,CH471136,CHEMBL3038461,CHEMBL3137272,CHEMBL3137273,CHRNA5,CHRNA5-201,CHRNA5-202,CHRNA5-203,CHRNA5-204,Cholinergic receptor nicotinic alpha 5 subunit,EAW99161.1,ENSG00000169684,ENSP00000299565,ENSP00000339373,ENSP00000378281,ENSP00000452641,ENSP00000453519,ENST00000299565,ENST00000299565.9,ENST00000343874,ENST00000394802,ENST00000394802.4,ENST00000559554,ENST00000559554.5,ENST00000559576,ENST00000559576.1,H0YK34,H0YM98,H7BYM0,HGNC:1959,HPA054381,LNCR2,M83712,NACHRA5,NM_000745,NM_000745.3,NM_001307945,NM_001307945.2,NP_000736,NP_000736.2,NP_001294874,NP_001294874.1,NX_P30532,Neuronal acetylcholine receptor subunit alpha-5,Nicotinic acetylcholine receptor alpha-5,OMIM:118505,OTTHUMG00000143858,P30532,Q15824,Q99554,R-HSA-112314,R-HSA-112315,R-HSA-112316,R-HSA-181431,R-HSA-622323,R-HSA-622327,R-HSA-629594,R-HSA-629597,U62434,UPI0000001638,UPI0000D4E620,UPI00022F85F6,UPI00022F85F7,Y08419,cholinergic receptor nicotinic alpha 5 subunit,cholinergic receptor, nicotinic alpha 5,hsa:1138,uc002bdy.3
CITED1	9606.ENSP00000401764	Cbp/p300-interacting transactivator 1; Transcriptional coactivator of the p300/CBP-mediated transcription complex. Enhances SMAD-mediated transcription by strengthening the functional link between the DNA-binding SMAD transcription factors and the p300/CBP transcription coactivator complex. Stimulates estrogen-dependent transactivation activity mediated by estrogen receptors signaling; stabilizes the interaction of estrogen receptor ESR1 and histone acetyltransferase EP300. Positively regulates TGF-beta signaling through its association with the SMAD/p300/CBP-mediated transcriptional c [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=219:Pfam_CITED(104|218)+	4435,AAC51113.1,AAH04240.1,AB451286,AB451418,AL135749,B5BU50,B5BUI2,BAG70100.1,BAG70232.1,BC004240,C9J1P6,C9J300,C9J7P8,C9JRD8,CCDS14419,CCDS14419.1,CCDS48136,CCDS48136.1,CH471213,CITE1_HUMAN,CITED1,CITED1-201,CITED1-202,CITED1-203,CITED1-204,CITED1-205,CITED1-206,CITED1-207,CITED1-208,CITED1-209,CITED1-210,CITED1-211,Cbp/p300-interacting transactivator 1,EAW71819.1,ENSG00000125931,ENSP00000246139,ENSP00000362715,ENSP00000362721,ENSP00000388548,ENSP00000391407,ENSP00000401764,ENSP00000403274,ENSP00000405765,ENSP00000407496,ENSP00000412769,ENSP00000414781,ENSP00000499148,ENST00000246139,ENST00000246139.9,ENST00000373613,ENST00000373619,ENST00000373619.7,ENST00000417400,ENST00000417400.1,ENST00000427412,ENST00000427412.5,ENST00000429794,ENST00000429794.1,ENST00000431381,ENST00000431381.5,ENST00000445983,ENST00000445983.5,ENST00000450875,ENST00000450875.5,ENST00000453707,ENST00000453707.6,ENST00000454225,ENST00000454225.1,ENST00000651998,H7C2S6,HGNC:1986,HPA049051,MSG1,Melanocyte-specific protein 1,N30508,NM_001144885,NM_001144885.1,NM_001144886,NM_001144886.1,NM_001144886.2,NM_001144887,NM_001144887.1,NM_001144887.2,NM_004143,NM_004143.3,NM_004143.4,NP_001138357,NP_001138357.1,NP_001138358,NP_001138358.1,NP_001138359,NP_001138359.1,NP_004134,NP_004134.2,NX_Q99966,OMIM:300149,OTTHUMG00000021812,Q99966,R-HSA-162582,R-HSA-212436,R-HSA-73857,R-HSA-74160,R-HSA-8864260,R-HSA-8866907,R-HSA-8939211,R-HSA-9006931,R-HSA-9018519,U65092,UPI000013CBD9,UPI0000212358,UPI000059DB52,UPI0001E8F102,UPI0001E8F103,UPI0001E8F104,UPI0003F47E16,XM_011530958,XM_011530958.1,XP_011529260,XP_011529260.1,hsa:4435,uc004eas.4,uc004eat.4
CLEC18B	9606.ENSP00000341051	C-type lectin domain family 18 member B; Binds polysaccharides in a Ca(2+)-independent manner (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=455:SIGNAL(1|26)+SCP(44|190)+EGF(231|261)+EGF_like(263|292)+CLECT(297|442)+	497190,A0A087WT46,A0A087X0Q5,AAQ88739.1,AC009053,AK293982,AY358373,B4DF90,BAG57351.1,C-type lectin domain family 18,C-type lectin domain family 18 member B,C-type lectin domain family 18, member B,CCDS32484,CCDS32484.1,CL18B_HUMAN,CLEC18B,CLEC18B-201,CLEC18B-202,CLEC18B-203,CLEC18B-204,CLEC18B-205,CLEC18B-206,ENSG00000140839,ENSP00000268492,ENSP00000341051,ENSP00000394600,ENSP00000409535,ENSP00000477577,ENSP00000482974,ENSP00000483587,ENST00000268492,ENST00000339953,ENST00000339953.9,ENST00000425714,ENST00000425714.2,ENST00000429489,ENST00000564842,ENST00000564842.1,ENST00000617101,ENST00000617101.4,ENST00000619275,ENST00000619275.4,ENST00000620745,ENST00000620745.1,HGNC:33849,HPA048976,MRCL2,MRLP1,Mannose receptor-like protein 1,NM_001011880,NM_001011880.2,NP_001011880,NP_001011880.2,NX_Q6UXF7,OMIM:616572,OTTHUMG00000176998,Q6UXF7,UNQ306/PRO347,UPI000025210E,UPI0001AE688C,UPI00020655CA,URS0000D6DF7A,XM_005255976,XM_005255976.2,XM_011523093,XM_011523093.3,XM_017023255,XM_017023255.1,XP_005256033,XP_005256033.1,XP_011521395,XP_011521395.1,XP_016878744,XP_016878744.1,XR_001751905,XR_001751905.1,XR_002957807,XR_002957807.1,XR_002957808,XR_002957808.1,hsa:497190,mannose receptor-like 2,uc002fct.4
CLEC2L	9606.ENSP00000390661	C-type lectin domain family 2 member L.	https://smart.embl.de/smart/DDvec.cgi?smart=214:TRANS(69|88)+CLECT(100|209)+	154790,AC005531,AK057548,C-type lectin domain family 2 member L,C-type lectin domain family 2, member L,CCDS47724,CCDS47724.1,CLC2L_HUMAN,CLEC2L,CLEC2L-201,CLEC2L-202,CLEC2L-203,ENSG00000236279,ENSP00000390661,ENSP00000428508,ENST00000422142,ENST00000422142.6,ENST00000520413,ENST00000520413.1,ENST00000521281,ENST00000521281.1,FLJ32986,H0YB20,HGNC:21969,HPA045050,NM_001080511,NM_001080511.2,NM_001080511.4,NM_001353368,NM_001353368.2,NP_001073980,NP_001073980.2,NP_001340297,NP_001340297.1,NX_P0C7M8,OTTHUMG00000164900,P0C7M8,UPI000165D680,UPI0001E8F092,XM_017011770,XM_017011770.2,XP_016867259,XP_016867259.1,hsa:154790,uc010lnd.4
CLEC4F	9606.ENSP00000272367	C-type lectin domain family 4 member F; Receptor with an affinity for galactose and fucose. Could be involved in endocytosis (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=589:TRANS(37|59)+CLECT(469|588)+	165530,A4QPA5,AAI39724.1,AC007395,AK096429,BAC04786.1,BC139723,C-type lectin 13,C-type lectin domain family 4 member F,C-type lectin domain family 4, member F,C-type lectin superfamily member 13,CCDS1910,CCDS1910.1,CCDS82464,CCDS82464.1,CLC4F_HUMAN,CLEC4F,CLEC4F-201,CLEC4F-202,CLECSF13,ENSG00000152672,ENSP00000272367,ENSP00000390581,ENST00000272367,ENST00000272367.6,ENST00000426626,ENST00000426626.1,FLJ39110,HGNC:25357,KCLR,NM_001258027,NM_001258027.2,NM_001321308,NM_001321308.1,NM_001321308.2,NM_173535,NM_173535.2,NM_173535.3,NP_001244956,NP_001244956.1,NP_001308237,NP_001308237.1,NP_775806,NP_775806.2,NX_Q8N1N0,OTTHUMG00000129713,Q8N1N0,UPI0000376BCC,UPI0000F705A9,XM_011532635,XM_011532635.2,XM_011532637,XM_011532637.2,XM_011532638,XM_011532638.2,XM_011532639,XM_011532639.2,XM_011532640,XM_011532640.2,XM_011532642,XM_011532642.2,XM_011532643,XM_011532643.1,XM_017003519,XM_017003519.1,XP_011530937,XP_011530937.1,XP_011530939,XP_011530939.1,XP_011530940,XP_011530940.1,XP_011530941,XP_011530941.1,XP_011530942,XP_011530942.1,XP_011530944,XP_011530944.1,XP_011530945,XP_011530945.1,XP_016859008,XP_016859008.1,hsa:165530,uc002shf.4
